qseqid,sseqid,slen,qlen,length,s_cov,scov_filt,qcov,qcov_filt,pident,p_ident_cutoff,evalue,score,qstart,qend,sstart,send,gaps,positive
373153.SPD_1929,DEG10510040,274,282,145,0.52919708,no,0.514184397,no,28.276,no,4.26E-09,132,74,209,40,178,15,67
373153.SPD_1932,DEG10270243,863,752,550,0.637311703,no,0.731382979,no,25.818,no,1.68E-27,296,99,617,130,632,78,234
373153.SPD_1933,DEG10050488,699,505,438,0.626609442,no,0.867326733,no,27.626,no,1.33E-20,234,3,395,146,559,69,189
373153.SPD_1934,DEG10470157,341,423,166,0.486803519,no,0.392434988,no,27.108,no,1.84E-06,115,4,169,3,162,6,79
373153.SPD_1935,DEG10470050,310,430,299,0.964516129,yes,0.695348837,no,25.753,no,2.18E-16,193,126,420,31,301,32,142
373153.SPD_1936,DEG10250450,274,280,276,1.00729927,yes,0.985714286,yes,22.101,no,1.02E-12,160,10,279,6,274,13,124
373153.SPD_1937,DEG10560894,193,266,46,0.238341969,no,0.172932331,no,32.609,no,0.24,70,1,44,101,146,2,24
373153.SPD_1938,DEG10580285,327,328,328,1.003058104,yes,1,yes,65.244,no,3.50E-158,1143,1,327,1,326,3,269
373153.SPD_1940,DEG10470104,285,313,272,0.954385965,yes,0.869009585,no,37.132,no,4.31E-65,523,37,308,12,282,1,172
373153.SPD_1941,DEG10420303,583,587,583,1,yes,0.99318569,yes,85.763,no,0,2684,1,583,1,583,0,532
373153.SPD_1943,DEG10510321,442,76,35,0.07918552,no,0.460526316,no,31.429,no,5.6,52,4,38,123,157,0,22
373153.SPD_1944,DEG10270114,238,213,89,0.37394958,no,0.417840376,no,29.213,no,0.02,78,124,212,147,229,6,45
373153.SPD_1945,DEG10460234,495,244,97,0.195959596,no,0.397540984,no,26.804,no,0.75,67,17,100,343,438,14,43
373153.SPD_1946,DEG10550369,357,65,21,0.058823529,no,0.323076923,no,42.857,no,2.5,53,43,63,44,64,0,14
373153.SPD_1947,DEG10580323,71,68,66,0.929577465,no,0.970588235,yes,78.788,no,6.35E-33,267,3,68,5,70,0,61
373153.SPD_1948,DEG10580147,105,154,103,0.980952381,yes,0.668831169,no,36.893,no,2.53E-12,142,51,151,5,105,4,63
373153.SPD_1950,DEG10210212,426,429,426,1,yes,0.993006993,yes,82.16,no,0,1888,1,426,1,426,0,378
373153.SPD_1951,DEG10240203,297,415,145,0.488215488,no,0.34939759,no,21.379,no,0.69,69,29,154,23,163,23,57
373153.SPD_1956,DEG10240068,557,567,552,0.991023339,yes,0.973544974,yes,50.725,no,0,1430,7,556,5,556,2,378
373153.SPD_1957,DEG10550012,638,310,310,0.485893417,no,1,yes,28.71,no,7.47E-27,273,10,310,334,633,19,144
373153.SPD_1958,DEG10470309,666,285,276,0.414414414,no,0.968421053,yes,34.058,no,8.28E-35,331,18,271,8,275,30,138
373153.SPD_1959,DEG10560395,447,448,416,0.93064877,no,0.928571429,no,29.567,no,2.54E-41,383,3,396,10,418,29,204
373153.SPD_1960,DEG10600139,95,94,84,0.884210526,no,0.893617021,no,39.286,no,1.70E-14,150,2,82,1,83,4,56
373153.SPD_1961,DEG10560747,147,676,96,0.653061224,no,0.142011834,no,41.667,no,2.13E-17,193,548,643,21,115,1,62
373153.SPD_1962,DEG10110223,419,335,146,0.348448687,no,0.435820896,no,24.658,no,0.037,79,57,202,95,202,38,57
373153.SPD_1963,DEG10580043,60,60,60,1,yes,1,yes,95,yes,2.38E-36,287,1,60,1,60,0,58
373153.SPD_1964,DEG10580042,49,49,49,1,yes,1,yes,97.959,yes,2.04E-30,246,1,49,1,49,0,49
373153.SPD_1965,DEG10390200,281,680,84,0.298932384,no,0.123529412,no,30.952,no,2.9,66,208,278,126,209,13,39
373153.SPD_1967,DEG10120358,298,129,28,0.093959732,no,0.217054264,no,42.857,no,1.4,60,86,113,120,147,0,17
373153.SPD_1969,DEG10340263,525,626,261,0.497142857,no,0.416932907,no,22.989,no,1.97E-07,127,71,308,140,383,40,115
373153.SPD_1970,DEG10070236,293,289,289,0.986348123,yes,1,yes,100,yes,0,1541,1,289,5,293,0,289
373153.SPD_1971,DEG10510402,943,881,90,0.095440085,no,0.10215664,no,27.778,no,0.21,78,126,214,743,820,13,39
373153.SPD_1972,DEG10450219,206,426,68,0.330097087,no,0.159624413,no,30.882,no,0.46,70,331,395,76,142,4,33
373153.SPD_1973,DEG10270475,423,694,81,0.191489362,no,0.116714697,no,30.864,no,0.06,81,157,232,309,389,5,36
373153.SPD_1974,DEG10230119,484,559,466,0.962809917,yes,0.833631485,no,36.695,no,1.94E-85,697,6,449,27,477,37,248
373153.SPD_1976,DEG10400653,305,338,326,1.068852459,yes,0.964497041,yes,41.718,no,1.87E-75,596,8,333,5,305,25,188
373153.SPD_1977,DEG10180096,297,315,312,1.050505051,yes,0.99047619,yes,39.744,no,2.31E-55,459,4,312,2,295,21,170
373153.SPD_1978,DEG10470276,476,503,507,1.06512605,yes,1.007952286,yes,28.402,no,1.87E-56,494,2,497,9,468,58,246
373153.SPD_1979,DEG10320196,375,443,108,0.288,no,0.243792325,no,39.815,no,1.75E-15,188,48,151,30,134,7,60
373153.SPD_1984,DEG10470185,322,299,299,0.928571429,no,1,yes,24.749,no,5.50E-18,201,6,288,4,297,21,145
373153.SPD_1986,DEG10050197,589,588,584,0.991511036,yes,0.993197279,yes,64.555,no,0,2037,6,588,11,589,6,451
373153.SPD_1987,DEG10250661,3716,1038,77,0.020721206,no,0.074181118,no,28.571,no,9.2,65,571,646,1500,1564,13,30
373153.SPD_1988,DEG10420092,266,764,131,0.492481203,no,0.171465969,no,29.771,no,0.13,78,563,678,22,141,26,53
373153.SPD_1989,DEG10580232,303,266,294,0.97029703,yes,1.105263158,yes,34.014,no,4.10E-54,447,10,265,11,303,39,158
373153.SPD_1990,DEG10580231,269,257,235,0.873605948,no,0.914396887,no,30.213,no,3.35E-20,213,5,235,8,242,4,124
373153.SPD_1991,DEG10560296,164,156,148,0.902439024,no,0.948717949,no,30.405,no,2.83E-25,233,1,147,1,148,1,92
373153.SPD_1992,DEG10580230,330,147,104,0.315151515,no,0.707482993,no,39.423,no,9.10E-10,131,9,108,4,102,9,59
373153.SPD_1993,DEG10070238,146,146,146,1,yes,1,yes,100,yes,1.30E-107,772,1,146,1,146,0,146
373153.SPD_1994,DEG10230065,212,212,180,0.849056604,no,0.849056604,no,27.222,no,5.59E-10,134,24,199,26,200,9,84
373153.SPD_1995,DEG10070239,482,467,467,0.968879668,yes,1,yes,100,yes,0,2466,1,467,16,482,0,467
373153.SPD_1996,DEG10560783,259,257,240,0.926640927,no,0.93385214,no,31.667,no,6.17E-25,245,5,234,7,238,18,122
373153.SPD_1997,DEG10470180,316,501,310,0.981012658,yes,0.618762475,no,38.71,no,5.13E-70,574,5,308,9,316,8,182
373153.SPD_1998,DEG10580027,270,268,267,0.988888889,yes,0.996268657,yes,77.903,no,4.98E-150,1077,2,268,4,270,0,243
373153.SPD_1999,DEG10580026,234,234,234,1,yes,1,yes,82.479,no,3.45E-152,1084,1,234,1,234,0,218
373153.SPD_2000,DEG10580238,144,146,94,0.652777778,no,0.643835616,no,27.66,no,6.02E-05,92,48,141,46,136,3,47
373153.SPD_2002,DEG10610245,391,422,391,1,yes,0.926540284,no,25.575,no,6.04E-29,290,9,387,6,374,34,189
373153.SPD_2003,DEG10580089,79,79,79,1,yes,1,yes,77.215,no,5.15E-41,322,1,79,1,79,0,74
373153.SPD_2004,DEG10610250,404,414,413,1.022277228,yes,0.997584541,yes,40.678,no,1.87E-99,771,13,405,3,401,34,253
373153.SPD_2005,DEG10470127,504,516,507,1.005952381,yes,0.98255814,yes,42.012,no,9.51E-137,1038,9,513,3,502,9,317
373153.SPD_2011,DEG10470092,273,234,228,0.835164835,no,0.974358974,yes,58.333,no,1.11E-84,644,2,229,1,228,0,168
373153.SPD_2012,DEG10470094,560,608,610,1.089285714,yes,1.003289474,yes,39.016,no,6.47E-121,946,1,600,1,545,75,342
373153.SPD_2013,DEG10470093,496,502,494,0.995967742,yes,0.984063745,yes,64.372,no,0,1764,4,497,2,495,0,399
373153.SPD_2014,DEG10070035,412,475,80,0.194174757,no,0.168421053,no,30,no,0.14,76,393,466,243,311,17,40
373153.SPD_2015,DEG10580264,288,290,287,0.996527778,yes,0.989655172,yes,79.443,no,2.43E-173,1234,1,287,1,287,0,262
373153.SPD_2016,DEG10050204,327,318,244,0.74617737,no,0.767295597,no,27.869,no,5.13E-22,232,10,238,12,246,24,112
373153.SPD_2017,DEG10070130,1767,701,40,0.022637238,no,0.057061341,no,45,no,0.019,86,7,44,7,46,2,26
373153.SPD_2018,DEG10550182,170,175,161,0.947058824,no,0.92,no,40.994,no,1.07E-45,371,1,161,3,163,0,112
373153.SPD_2019,DEG10010262,611,443,232,0.379705401,no,0.523702032,no,28.448,no,3.14E-17,205,207,427,355,581,16,122
373153.SPD_2020,DEG10460179,229,217,225,0.982532751,yes,1.036866359,yes,33.778,no,1.67E-36,318,3,217,5,227,12,135
373153.SPD_2022,DEG10020040,818,810,804,0.982885086,yes,0.992592593,yes,45.896,no,0,1808,30,810,33,806,53,533
373153.SPD_2023,DEG10580267,152,152,150,0.986842105,yes,0.986842105,yes,60.667,no,1.16E-51,406,1,150,1,150,0,121
373153.SPD_2024,DEG10470070,249,242,235,0.9437751,no,0.97107438,yes,42.128,no,7.07E-56,452,4,236,7,234,9,145
373153.SPD_2025,DEG10460125,344,335,343,0.997093023,yes,1.023880597,yes,22.449,no,5.97E-12,157,6,334,13,340,29,145
373153.SPD_2026,DEG10050126,245,238,211,0.86122449,no,0.886554622,no,40.284,no,3.59E-41,353,7,216,16,226,1,122
373153.SPD_2027,DEG10070001,371,96,36,0.09703504,no,0.375,no,47.222,no,0.79,60,59,93,21,56,1,22
373153.SPD_2028,DEG10170336,267,448,104,0.389513109,no,0.232142857,no,41.346,no,5.14E-08,127,72,171,168,267,8,59
373153.SPD_2029,DEG10580288,83,88,88,1.060240964,yes,1,yes,71.591,no,1.48E-40,320,1,88,1,83,5,75
373153.SPD_2030,DEG10070109,450,450,450,1,yes,1,yes,100,yes,0,2339,1,450,1,450,0,450
373153.SPD_2031,DEG10580289,150,150,150,1,yes,1,yes,81.333,no,4.41E-86,632,1,150,1,150,0,137
373153.SPD_2032,DEG10580290,653,657,650,0.995405819,yes,0.98934551,yes,60.615,no,0,2118,1,650,1,650,0,513
373153.SPD_2033,DEG10520351,98,182,92,0.93877551,no,0.505494505,no,35.87,no,1.16E-11,138,6,96,5,92,5,60
373153.SPD_2034,DEG10070241,220,220,220,1,yes,1,yes,100,yes,4.79E-164,1158,1,220,1,220,0,220
373153.SPD_2035,DEG10070242,432,432,432,1,yes,1,yes,100,yes,0,2307,1,432,1,432,0,432
373153.SPD_2036,DEG10020063,213,211,200,0.938967136,no,0.947867299,no,44,no,3.94E-45,374,5,204,7,206,0,128
373153.SPD_2037,DEG10500325,253,306,255,1.007905138,yes,0.833333333,no,45.49,no,3.28E-65,520,51,304,1,252,4,157
373153.SPD_2041,DEG10210206,347,346,344,0.991354467,yes,0.994219653,yes,96.512,yes,0,1723,1,344,1,344,0,338
373153.SPD_2042,DEG10210207,260,259,260,1,yes,1.003861004,yes,94.615,no,0,1297,1,259,1,260,1,254
373153.SPD_2043,DEG10380005,398,392,404,1.015075377,yes,1.030612245,yes,49.01,no,2.32E-115,874,1,390,1,396,22,272
373153.SPD_2044,DEG10580008,171,164,161,0.941520468,no,0.981707317,yes,27.95,no,9.71E-06,100,2,161,3,163,1,84
373153.SPD_2045,DEG10580007,278,272,275,0.989208633,yes,1.011029412,yes,33.818,no,2.51E-42,366,1,270,1,273,7,152
373153.SPD_2046,DEG10380236,266,264,252,0.947368421,no,0.954545455,yes,69.048,no,1.14E-117,863,1,252,1,252,0,212
373153.SPD_2047,DEG10070110,279,279,279,1,yes,1,yes,99.283,yes,0,1444,1,279,1,279,0,278
373153.SPD_2048,DEG10420315,279,275,275,0.985663082,yes,1,yes,69.091,no,7.39E-143,1031,1,274,1,275,1,235
373153.SPD_2049,DEG10070243,181,181,181,1,yes,1,yes,100,yes,7.17E-130,926,1,181,1,181,0,181
373153.SPD_2050,DEG10200112,354,273,134,0.378531073,no,0.490842491,no,25.373,no,3.78E-05,102,6,134,37,151,24,57
373153.SPD_2051,DEG10470326,428,427,434,1.014018692,yes,1.016393443,yes,35.023,no,7.68E-74,603,1,426,1,426,16,238
373153.SPD_2052,DEG10650143,178,416,93,0.52247191,no,0.223557692,no,23.656,no,2.3,64,316,405,61,149,7,44
373153.SPD_2053,DEG10580347,127,122,126,0.992125984,yes,1.032786885,yes,49.206,no,4.87E-38,311,1,121,1,126,5,88
373153.SPD_2054,DEG10580292,364,365,361,0.991758242,yes,0.989041096,yes,70.36,no,0,1381,1,361,1,361,0,306
373153.SPD_2055,DEG10070111,492,492,492,1,yes,1,yes,100,yes,0,2584,1,492,1,492,0,492
373153.SPD_2056,DEG10070244,341,341,341,1,yes,1,yes,100,yes,0,1811,1,341,1,341,0,341
373153.SPD_2057,DEG10470244,541,540,541,1,yes,1.001851852,yes,67.283,no,0,1925,1,539,1,539,4,456
373153.SPD_2058,DEG10390261,847,850,114,0.13459268,no,0.134117647,no,28.947,no,0.007,91,729,840,722,830,7,47
373153.SPD_2063,DEG10500138,223,250,89,0.399103139,no,0.356,no,25.843,no,0.001,89,68,153,59,147,3,47
373153.SPD_2064,DEG10280156,129,441,66,0.511627907,no,0.149659864,no,28.788,no,4.8,60,126,190,63,127,2,34
373153.SPD_2065,DEG10080181,422,41,29,0.068720379,no,0.707317073,no,37.931,no,2,51,7,35,251,279,0,18
373153.SPD_2067,DEG10580348,159,159,159,1,yes,1,yes,71.069,no,5.28E-83,613,1,159,1,159,0,138
373153.SPD_2068,DEG10380241,407,393,407,1,yes,1.03562341,yes,52.58,no,3.73E-139,1033,1,391,4,403,23,295
373153.SPD_2069,DEG10020017,278,252,260,0.935251799,no,1.031746032,yes,44.231,no,3.72E-68,537,2,251,15,272,12,178
171101.spr0016,DEG10500173,355,112,70,0.197183099,no,0.625,no,25.714,no,0.45,63,33,100,78,147,2,34
171101.spr0017,DEG10350346,406,68,37,0.091133005,no,0.544117647,no,37.838,no,0.012,70,12,48,357,393,0,23
171101.spr0018,DEG10520065,336,49,34,0.101190476,no,0.693877551,no,38.235,no,1,54,16,49,248,281,0,20
171101.spr0019,DEG10510087,168,68,28,0.166666667,no,0.411764706,no,46.429,no,0.098,63,41,67,54,81,1,17
171101.spr0026,DEG10580273,164,188,163,0.993902439,yes,0.867021277,no,79.141,no,4.23E-93,683,24,186,1,163,0,144
171101.spr0029,DEG10070156,317,130,32,0.100946372,no,0.246153846,no,34.375,no,3.8,57,23,50,2,33,4,17
171101.spr0041,DEG10350346,406,255,225,0.554187192,no,0.882352941,no,28,no,4.39E-12,156,15,233,182,393,19,103
171101.spr0042,DEG10450234,308,172,75,0.243506494,no,0.436046512,no,33.333,no,0.37,67,91,165,209,277,6,38
171101.spr0072,DEG10450333,326,179,94,0.288343558,no,0.525139665,no,35.106,no,7.12E-12,149,4,96,10,103,1,54
171101.spr0074,DEG10650151,314,136,52,0.165605096,no,0.382352941,no,32.692,no,1.2,61,12,62,224,275,1,32
171101.spr0085,DEG10520207,426,337,44,0.103286385,no,0.130563798,no,31.818,no,2.4,64,277,320,129,168,4,23
171101.spr0103,DEG10400646,474,463,461,0.97257384,yes,0.995680346,yes,50.325,no,9.67E-164,1209,2,461,12,472,1,312
171101.spr0105,DEG10550178,279,77,29,0.103942652,no,0.376623377,no,44.828,no,1.3,56,8,36,66,94,0,16
171101.spr0106,DEG10560201,706,644,630,0.892351275,no,0.97826087,yes,31.746,no,4.68E-86,724,7,623,91,706,27,334
171101.spr0107,DEG10650064,463,155,99,0.213822894,no,0.638709677,no,29.293,no,0.18,69,37,123,364,459,15,41
171101.spr0108,DEG10600486,424,450,150,0.353773585,no,0.333333333,no,22.667,no,4.72E-05,105,306,442,263,411,14,66
171101.spr0111,DEG10580176,299,123,32,0.107023411,no,0.260162602,no,28.125,no,3.3,57,13,44,51,82,0,21
171101.spr0112,DEG10070174,495,70,23,0.046464646,no,0.328571429,no,39.13,no,3.4,53,45,67,209,231,0,16
171101.spr0113,DEG10250725,420,352,40,0.095238095,no,0.113636364,no,35,no,0.48,70,107,146,72,111,0,22
171101.spr0115,DEG10440098,702,124,64,0.091168091,no,0.516129032,no,31.25,no,1.2,61,54,115,513,575,3,34
171101.spr0116,DEG10140163,508,60,27,0.053149606,no,0.45,no,40.741,no,2.7,52,33,59,301,327,0,19
171101.spr0117,DEG10550268,925,300,76,0.082162162,no,0.253333333,no,23.684,no,7.1,60,233,300,360,434,9,40
171101.spr0118,DEG10450123,480,128,44,0.091666667,no,0.34375,no,36.364,no,2.5,58,67,110,297,340,0,23
171101.spr0119,DEG10600359,360,252,51,0.141666667,no,0.202380952,no,29.412,no,5.4,60,190,240,245,293,2,26
171101.spr0132,DEG10350346,406,128,41,0.100985222,no,0.3203125,no,39.024,no,0.004,79,70,110,357,397,0,26
171101.spr0133,DEG10350346,406,183,121,0.298029557,no,0.661202186,no,28.099,no,3.09E-10,137,11,129,141,260,3,63
171101.spr0139,DEG10070119,390,390,390,1,yes,1,yes,100,yes,0,2018,1,390,1,390,0,390
171101.spr0153,DEG10470503,589,231,226,0.383701188,no,0.978354978,yes,29.646,no,2.47E-21,225,14,228,359,573,22,108
171101.spr0156,DEG10070121,200,200,200,1,yes,1,yes,100,yes,1.90E-150,1065,1,200,1,200,0,200
171101.spr0159,DEG10280325,266,173,96,0.360902256,no,0.554913295,no,23.958,no,0.9,64,77,167,170,261,9,43
171101.spr0176,DEG10210209,139,139,139,1,yes,1,yes,84.892,no,8.86E-86,627,1,139,1,139,0,130
171101.spr0179,DEG10060077,398,172,51,0.128140704,no,0.296511628,no,37.255,no,0.48,66,30,79,1,51,1,24
171101.spr0181,DEG10470204,399,47,25,0.062656642,no,0.531914894,no,44,no,0.61,55,20,44,43,67,0,15
171101.spr0211,DEG10210027,72,90,72,1,yes,0.8,no,98.611,yes,1.13E-48,372,19,90,1,72,0,72
171101.spr0217,DEG10550477,91,119,90,0.989010989,yes,0.756302521,no,37.778,no,5.27E-12,136,34,119,4,90,7,57
171101.spr0220,DEG10050061,632,344,313,0.495253165,no,0.909883721,no,28.435,no,1.05E-17,205,1,297,286,585,29,148
171101.spr0220,DEG10050061,632,344,58,0.091772152,no,0.168604651,no,24.138,no,0.32,72,234,291,245,302,0,35
171101.spr0221,DEG10500004,279,208,207,0.741935484,no,0.995192308,yes,28.986,no,3.02E-17,189,1,202,1,203,9,110
171101.spr0224,DEG10470124,358,64,52,0.145251397,no,0.8125,no,42.308,no,4.30E-07,102,4,55,162,210,3,29
171101.spr0225,DEG10230130,315,65,60,0.19047619,no,0.923076923,no,30,no,5.92E-06,94,5,64,60,119,0,36
171101.spr0257,DEG10660117,520,54,38,0.073076923,no,0.703703704,no,36.842,no,2.5,52,18,53,142,179,2,18
171101.spr0273,DEG10390192,1433,68,23,0.016050244,no,0.338235294,no,43.478,no,2.6,53,29,51,681,703,0,12
171101.spr0299,DEG10410300,160,87,30,0.1875,no,0.344827586,no,40,no,4.7,53,43,72,106,135,0,17
171101.spr0311,DEG10080097,186,57,43,0.231182796,no,0.754385965,no,41.86,no,0.009,70,7,49,15,55,2,24
171101.spr0314,DEG10470463,374,320,68,0.181818182,no,0.2125,no,38.235,no,1.41E-05,107,224,291,69,134,2,37
171101.spr0315,DEG10470514,987,344,89,0.090172239,no,0.25872093,no,26.966,no,2.1,65,33,116,198,285,6,42
171101.spr0317,DEG10340022,510,469,434,0.850980392,no,0.925373134,no,22.581,no,5.65E-11,154,8,398,19,432,63,190
171101.spr0318,DEG10600353,388,412,412,1.06185567,yes,1,yes,57.767,no,5.18E-170,1236,1,412,1,388,24,305
171101.spr0319,DEG10270669,399,201,207,0.518796992,no,1.029850746,yes,44.444,no,1.35E-48,410,6,201,161,366,12,123
171101.spr0320,DEG10420194,289,289,289,1,yes,1,yes,89.619,no,0,1377,1,289,1,289,0,273
171101.spr0321,DEG10420193,197,197,197,1,yes,1,yes,81.726,no,9.37E-123,882,1,197,1,197,0,180
171101.spr0323,DEG10420235,284,283,283,0.996478873,yes,1,yes,91.166,no,0,1394,1,283,1,283,0,274
171101.spr0324,DEG10490082,429,148,83,0.193473193,no,0.560810811,no,25.301,no,0.74,64,58,136,188,269,5,35
171101.spr0325,DEG10250196,354,149,58,0.163841808,no,0.389261745,no,29.31,no,0.51,65,2,59,15,72,0,23
171101.spr0326,DEG10270072,1402,52,26,0.018544936,no,0.5,no,46.154,no,2.4,52,6,31,7,32,0,16
171101.spr0345,DEG10320249,892,48,36,0.040358744,no,0.75,no,30.556,no,2.1,52,8,43,641,676,0,22
171101.spr0346,DEG10520396,628,84,75,0.119426752,no,0.892857143,no,26.667,no,2,56,4,78,86,160,0,29
171101.spr0347,DEG10580095,98,90,88,0.897959184,no,0.977777778,yes,68.182,no,9.82E-42,329,3,90,11,98,0,77
171101.spr0348,DEG10030453,334,64,54,0.161676647,no,0.84375,no,38.889,no,4.4,51,9,56,238,288,9,28
171101.spr0349,DEG10140294,493,218,182,0.369168357,no,0.834862385,no,24.176,no,0.13,73,32,203,271,426,36,73
171101.spr0350,DEG10560203,557,42,22,0.039497307,no,0.523809524,no,54.545,no,0.56,55,11,31,443,464,1,14
171101.spr0352,DEG10050630,255,61,59,0.231372549,no,0.967213115,yes,59.322,no,4.11E-17,173,2,60,198,254,2,46
171101.spr0353,DEG10050630,255,117,95,0.37254902,no,0.811965812,no,46.316,no,4.25E-21,206,1,95,58,149,3,65
171101.spr0355,DEG10540166,172,91,70,0.406976744,no,0.769230769,no,78.571,no,1.03E-32,276,22,91,1,70,0,62
171101.spr0409,DEG10580257,521,311,308,0.591170825,no,0.990353698,yes,75.325,no,8.11E-169,1230,1,308,211,517,1,267
171101.spr0412,DEG10280066,910,182,39,0.042857143,no,0.214285714,no,43.59,no,0.81,65,37,75,137,174,1,23
171101.spr0445,DEG10560347,584,426,369,0.631849315,no,0.866197183,no,33.875,no,1.88E-47,431,1,329,108,458,58,190
171101.spr0445,DEG10560347,584,426,99,0.169520548,no,0.232394366,no,35.354,no,1.54E-09,142,177,275,39,122,15,58
171101.spr0466,DEG10660131,955,335,52,0.054450262,no,0.155223881,no,28.846,no,1.1,68,38,89,908,955,4,28
171101.spr0467,DEG10380017,212,111,61,0.287735849,no,0.54954955,no,29.508,no,1.1,60,49,109,54,104,10,28
171101.spr0468,DEG10560201,706,541,537,0.760623229,no,0.992606285,yes,33.147,no,1.75E-85,712,12,539,174,702,17,302
171101.spr0469,DEG10460058,265,197,104,0.39245283,no,0.527918782,no,24.038,no,1.5,63,47,146,91,184,14,40
171101.spr0470,DEG10580240,451,77,47,0.10421286,no,0.61038961,no,27.66,no,2,55,23,69,209,253,2,22
171101.spr0471,DEG10550257,1235,59,21,0.017004049,no,0.355932203,no,42.857,no,1,55,27,47,53,69,4,12
171101.spr0495,DEG10050630,255,35,34,0.133333333,no,0.971428571,yes,58.824,no,1.41E-07,102,1,34,221,254,0,27
171101.spr0496,DEG10050630,255,129,110,0.431372549,no,0.852713178,no,56.364,no,6.56E-34,294,2,111,99,206,2,70
171101.spr0497,DEG10050630,255,85,71,0.278431373,no,0.835294118,no,45.07,no,4.26E-13,148,15,85,1,68,3,46
171101.spr0498,DEG10540166,172,91,70,0.406976744,no,0.769230769,no,80,no,2.65E-33,280,22,91,1,70,0,62
171101.spr0499,DEG10680039,320,355,119,0.371875,no,0.335211268,no,29.412,no,3,64,44,156,36,136,24,50
171101.spr0500,DEG10210217,341,113,97,0.284457478,no,0.85840708,no,29.897,no,0.041,71,9,89,91,182,21,45
171101.spr0501,DEG10180159,372,67,21,0.056451613,no,0.313432836,no,33.333,no,2.9,53,33,53,104,124,0,13
171101.spr0502,DEG10520233,906,94,37,0.040838852,no,0.393617021,no,32.432,no,3.1,56,36,72,437,473,0,25
171101.spr0503,DEG10450192,408,210,83,0.203431373,no,0.395238095,no,27.711,no,2.3,62,8,81,286,368,9,36
171101.spr0511,DEG10580246,387,100,48,0.124031008,no,0.48,no,39.583,no,0.005,77,8,55,2,49,0,27
171101.spr0512,DEG10590029,1316,42,40,0.030395137,no,0.952380952,yes,30,no,0.53,55,1,40,706,745,0,22
171101.spr0523,DEG10460240,233,57,14,0.060085837,no,0.245614035,no,71.429,no,2.3,52,5,18,73,86,0,12
171101.spr0527,DEG10270050,538,27,15,0.027881041,no,0.555555556,no,53.333,no,5.7,45,8,22,515,529,0,11
171101.spr0535,DEG10580129,246,114,106,0.430894309,no,0.929824561,no,66.038,no,7.18E-45,365,2,107,141,245,1,84
171101.spr0536,DEG10580302,244,129,128,0.524590164,no,0.992248062,yes,48.438,no,5.25E-38,321,2,129,4,130,1,91
171101.spr0549,DEG10280406,112,50,42,0.375,no,0.84,no,40.476,no,1.62E-05,87,2,43,11,52,0,25
171101.spr0550,DEG10590060,396,44,41,0.103535354,no,0.931818182,no,34.146,no,2.84E-04,79,4,43,347,387,1,30
171101.spr0566,DEG10050553,180,135,22,0.122222222,no,0.162962963,no,45.455,no,0.93,61,87,108,147,168,0,16
171101.spr0567,DEG10050177,633,81,40,0.063191153,no,0.49382716,no,40,no,0.32,61,39,74,441,480,4,21
171101.spr0569,DEG10440053,340,206,50,0.147058824,no,0.242718447,no,32,no,0.75,66,70,119,105,144,10,24
171101.spr0570,DEG10410443,479,148,60,0.12526096,no,0.405405405,no,31.667,no,0.82,63,67,121,361,420,5,31
171101.spr0577,DEG10060364,150,370,146,0.973333333,yes,0.394594595,no,54.11,no,4.43E-52,429,224,369,2,144,3,105
171101.spr0587,DEG10200027,606,62,26,0.04290429,no,0.419354839,no,46.154,no,0.98,56,20,45,552,577,0,14
171101.spr0610,DEG10470285,253,217,184,0.727272727,no,0.847926267,no,34.239,no,3.63E-26,250,33,214,97,250,32,93
171101.spr0612,DEG10410261,493,47,26,0.052738337,no,0.553191489,no,53.846,no,0.41,57,15,39,448,473,1,17
171101.spr0620,DEG10250075,328,182,160,0.487804878,no,0.879120879,no,25.625,no,1.13E-13,162,4,163,154,312,1,76
171101.spr0621,DEG10580278,267,80,72,0.269662921,no,0.9,no,29.167,no,0.002,77,4,75,1,67,5,34
171101.spr0645,DEG10200244,448,115,91,0.203125,no,0.791304348,no,20.879,no,6.4,55,8,90,22,109,11,38
171101.spr0681,DEG10340103,118,76,56,0.474576271,no,0.736842105,no,33.929,no,1.2,56,20,73,51,106,2,25
171101.spr0684,DEG10270252,418,146,31,0.074162679,no,0.212328767,no,35.484,no,2.2,60,116,146,142,172,0,17
171101.spr0685,DEG10390077,231,119,72,0.311688312,no,0.605042017,no,23.611,no,2.3,58,38,108,75,146,1,32
171101.spr0703,DEG10470414,264,242,102,0.386363636,no,0.421487603,no,29.412,no,9.05E-08,120,127,226,149,246,6,50
171101.spr0717,DEG10420146,311,134,21,0.067524116,no,0.156716418,no,42.857,no,4.1,57,12,32,27,47,0,15
171101.spr0718,DEG10520096,307,217,53,0.172638436,no,0.244239631,no,35.849,no,1.1,65,75,126,240,290,3,26
171101.spr0719,DEG10140001,461,59,26,0.056399132,no,0.440677966,no,46.154,no,0.48,58,29,54,239,264,0,19
171101.spr0724,DEG10050037,331,58,16,0.048338369,no,0.275862069,no,43.75,no,4.8,50,17,32,88,103,0,13
171101.spr0733,DEG10510483,492,136,63,0.12804878,no,0.463235294,no,30.159,no,0.46,65,52,100,184,246,14,26
171101.spr0736,DEG10520400,363,67,33,0.090909091,no,0.492537313,no,27.273,no,5,51,29,61,240,272,0,19
